Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U	SBS96V	SBS96W	SBS96X
UCEC_TCGA-BG-A0MU	2	7	4	9	8	1	0	0	2	1	0	6	10	0	1	0	1	1	0	15	0	9	0	6
UCEC_TCGA-BG-A0RY	0	5	6	5	9	2	0	0	0	4	7	2	3	0	0	7	3	4	1	0	0	5	0	7
UCEC_TCGA-BG-A0VV	0	4	3	11	9	0	2	1	0	1	2	0	2	0	0	0	0	1	1	4	2	8	5	4
UCEC_TCGA-BG-A0VW	9	62	31	73	44	49	0	34	6	42	87	13	14	3	4	12	22	2	10	27	1	15	10	3
UCEC_TCGA-BG-A0VX	52	35	47	13	18	16	8	11	10	0	0	19	4	3	2	3	12	2	0	2	12	0	1	0
UCEC_TCGA-BG-A0VZ	8	52	21	36	51	48	0	18	5	52	27	3	10	4	0	6	0	5	6	33	0	10	0	7
UCEC_TCGA-BG-A0W1	0	11	6	2	16	6	0	0	1	0	4	0	8	0	0	4	1	0	2	1	0	12	1	1
UCEC_TCGA-BG-A0W2	2	4	5	15	7	1	0	0	1	0	0	0	2	0	0	3	0	0	3	0	0	4	0	1
UCEC_TCGA-BG-A0YU	0	5	1	1	7	3	0	0	1	1	0	1	0	2	1	2	0	0	2	3	0	0	0	0
UCEC_TCGA-BG-A0YV	1	9	6	14	18	1	2	3	5	4	8	0	5	0	4	0	0	3	0	6	2	4	4	0
UCEC_TCGA-BG-A186	0	6	1	7	5	1	2	0	0	2	6	1	2	0	0	1	0	0	0	0	0	3	0	2
UCEC_TCGA-BG-A187	1	9	9	21	15	4	0	3	2	1	0	4	9	0	0	0	0	2	0	9	0	7	0	13
UCEC_TCGA-BG-A18A	4	4	3	12	15	0	0	0	1	1	4	2	7	4	3	0	0	1	1	1	2	11	1	2
UCEC_TCGA-BG-A18B	6	41	12	48	46	37	0	34	11	39	71	9	18	7	0	9	0	3	3	12	0	2	0	9
UCEC_TCGA-BG-A18C	2	3	0	10	6	0	0	0	2	1	0	0	3	0	1	0	14	7	3	0	0	4	3	1
UCEC_TCGA-BG-A220	12	136	33	120	89	100	7	62	26	89	145	4	22	15	28	6	21	1	2	55	0	10	14	6
UCEC_TCGA-BG-A221	6	217	89	237	256	144	0	70	144	299	64	42	30	10	4	8	24	7	16	19	0	8	32	0
UCEC_TCGA-BG-A222	14	397	88	281	303	1224	0	140	1144	570	321	576	432	0	344	264	478	6	0	0	0	0	476	22
UCEC_TCGA-BG-A2AE	0	6	3	16	7	5	0	0	1	4	0	0	4	0	0	2	3	5	5	0	0	13	3	7
UCEC_TCGA-BG-A2L7	6	105	40	124	82	60	4	44	23	54	71	31	12	10	6	12	17	0	0	33	3	6	20	3
UCEC_TCGA-BG-A3EW	10	75	25	54	35	68	7	42	36	68	40	20	12	17	1	11	26	2	3	31	2	2	25	16
UCEC_TCGA-BG-A3PP	5	5	3	3	6	0	2	3	2	0	3	1	4	4	3	1	0	1	0	0	3	14	8	3
UCEC_TCGA-BK-A0CA	1	6	10	11	14	5	0	0	0	3	0	0	6	2	0	2	0	0	0	5	0	5	5	0
UCEC_TCGA-BK-A0CB	1	8	1	11	5	1	0	3	2	0	0	5	11	0	1	2	0	0	0	1	6	6	4	9
UCEC_TCGA-BK-A0CC	1	6	5	3	3	2	0	1	2	1	6	4	4	0	0	11	0	5	5	4	4	11	0	0
UCEC_TCGA-BK-A139	6	12	9	22	6	3	10	6	2	7	0	0	16	2	7	10	1	7	4	19	5	37	11	10
UCEC_TCGA-BK-A13B	5	82	33	75	71	124	1	63	39	100	95	14	21	1	7	6	32	1	5	46	2	12	10	9
UCEC_TCGA-BK-A13C	1	3	4	10	9	0	0	3	1	1	0	1	2	2	2	0	4	0	0	0	1	3	1	9
UCEC_TCGA-BK-A26L	1	11	1	10	7	3	5	4	3	9	9	3	1	1	3	1	5	4	1	0	1	19	8	11
UCEC_TCGA-BK-A4ZD	1	9	5	4	18	1	5	1	6	3	3	0	9	0	3	2	2	1	2	6	0	18	11	4
UCEC_TCGA-BK-A56F	0	6	13	10	10	1	0	3	5	4	6	0	1	4	0	1	0	1	0	4	0	6	1	2
UCEC_TCGA-BK-A6W3	2326	191	1470	79	91	115	1330	109	79	39	0	86	41	83	127	50	131	1	0	0	530	0	28	0
UCEC_TCGA-BK-A6W4	4	4	3	5	5	0	0	0	1	1	1	0	0	0	0	2	2	0	1	2	0	0	2	0
UCEC_TCGA-BS-A0T9	1	5	4	10	8	4	0	2	0	0	4	1	5	4	0	0	0	0	0	4	0	9	3	7
UCEC_TCGA-BS-A0TA	11	78	22	42	34	64	0	54	45	64	47	16	4	6	1	8	29	3	9	26	2	7	0	5
UCEC_TCGA-BS-A0TC	805	59	351	13	65	33	260	18	12	2	0	29	11	14	9	0	0	0	0	0	188	0	3	0
UCEC_TCGA-BS-A0TD	1	4	4	4	4	0	0	0	2	3	3	0	2	0	2	0	3	1	1	0	2	5	3	3
UCEC_TCGA-BS-A0TE	7	44	4	36	14	41	0	29	13	24	35	10	17	3	12	29	16	5	1	16	8	15	24	9
UCEC_TCGA-BS-A0TG	0	7	5	5	12	0	0	0	1	3	0	0	2	0	0	4	1	1	0	8	2	2	1	0
UCEC_TCGA-BS-A0TI	4	1	3	5	0	0	1	3	6	8	6	2	10	10	0	0	6	1	3	2	0	19	13	9
UCEC_TCGA-BS-A0TJ	6	108	34	110	93	88	2	81	15	67	105	3	0	10	0	15	27	2	10	52	5	4	4	2
UCEC_TCGA-BS-A0U5	0	7	9	13	8	1	0	1	7	3	0	0	2	0	1	0	0	4	0	0	1	4	0	10
UCEC_TCGA-BS-A0U7	1	22	8	27	24	20	0	14	8	40	17	1	6	2	5	10	4	0	2	19	0	10	11	2
UCEC_TCGA-BS-A0U8	2	67	18	73	44	69	0	31	18	53	38	20	11	0	4	9	0	0	1	16	2	5	21	0
UCEC_TCGA-BS-A0U9	0	2	1	6	4	1	0	0	1	0	1	0	0	0	4	0	2	0	0	3	1	3	0	8
UCEC_TCGA-BS-A0UA	2	56	14	75	38	31	4	15	9	36	36	8	10	0	7	14	3	1	0	13	4	16	0	2
UCEC_TCGA-BS-A0UF	4425	322	2156	116	191	153	1773	475	141	48	0	201	91	333	236	87	157	1	140	0	783	0	0	0
UCEC_TCGA-BS-A0UJ	145	19	12	43	25	2	53	23	201	733	0	119	86	13	14	3	551	3	135	0	45	6	84	9
UCEC_TCGA-BS-A0UL	4	71	23	92	71	39	3	23	10	36	46	9	0	1	0	0	11	0	3	23	0	4	16	1
UCEC_TCGA-BS-A0UT	1	2	1	7	5	0	0	0	2	4	1	0	0	2	3	2	1	2	0	1	2	6	0	0
UCEC_TCGA-BS-A0UV	4292	493	3288	375	404	207	1221	341	207	162	13	214	173	209	543	185	284	3	9	0	602	0	0	0
UCEC_TCGA-BS-A0V4	4	53	16	43	46	43	0	22	10	33	52	8	13	7	2	0	18	4	0	21	4	5	6	12
UCEC_TCGA-BS-A0V6	1	10	3	9	5	1	0	0	0	2	0	3	4	0	3	5	6	1	0	0	0	9	2	10
UCEC_TCGA-BS-A0V7	1	9	2	9	5	2	2	1	1	0	4	3	4	0	4	1	5	2	0	0	2	3	4	4
UCEC_TCGA-BS-A0V8	1	10	6	7	5	0	0	1	2	9	6	0	1	0	1	4	8	12	1	2	1	17	1	8
UCEC_TCGA-BS-A0VI	5	48	17	47	37	43	1	21	17	33	17	19	12	9	8	0	17	0	2	13	6	8	10	5
UCEC_TCGA-BS-A0WQ	0	8	5	9	0	1	0	0	0	0	6	2	4	2	3	1	2	2	0	2	0	4	3	7
UCEC_TCGA-D1-A0ZN	0	1	7	6	5	0	0	0	1	4	0	0	5	0	3	0	1	3	2	0	1	4	1	11
UCEC_TCGA-D1-A0ZO	4	85	30	92	68	75	6	42	13	60	90	15	8	4	6	8	23	4	8	27	0	16	13	6
UCEC_TCGA-D1-A0ZP	2	4	2	2	6	0	2	0	0	2	2	0	2	0	2	0	0	2	0	0	3	8	1	5
UCEC_TCGA-D1-A0ZQ	4	17	6	13	11	0	0	0	0	0	5	0	6	1	4	5	2	1	2	0	1	13	0	11
UCEC_TCGA-D1-A0ZR	3	8	6	2	6	2	0	0	0	4	1	3	5	2	4	5	0	2	0	2	2	6	3	2
UCEC_TCGA-D1-A0ZS	1	63	21	61	55	42	2	28	9	60	50	13	15	4	1	3	2	0	2	18	0	14	0	9
UCEC_TCGA-D1-A0ZU	0	3	3	7	11	0	0	0	1	0	1	0	4	0	0	4	1	0	0	1	4	2	0	0
UCEC_TCGA-D1-A0ZV	3	3	2	9	8	2	0	1	1	1	1	2	2	0	7	0	2	2	0	2	0	2	1	0
UCEC_TCGA-D1-A0ZZ	0	8	5	4	7	1	0	1	0	2	1	0	2	0	0	7	1	15	0	5	4	10	2	6
UCEC_TCGA-D1-A101	9	79	28	56	61	52	0	38	8	61	84	18	6	9	8	3	8	10	3	46	0	4	0	0
UCEC_TCGA-D1-A102	1	5	2	12	9	0	0	0	1	0	3	4	4	7	0	3	0	0	0	2	0	4	0	5
UCEC_TCGA-D1-A103	1510	1377	909	486	988	736	500	675	265	117	411	355	390	767	472	38	142	1	53	0	254	0	43	0
UCEC_TCGA-D1-A15V	2	7	3	2	8	0	0	1	2	1	0	0	5	2	3	2	4	0	0	0	0	2	5	7
UCEC_TCGA-D1-A15W	1	9	7	12	10	1	0	1	4	3	2	2	4	0	2	1	0	2	0	0	7	9	2	7
UCEC_TCGA-D1-A15X	8	242	100	241	236	212	0	64	416	143	120	180	32	4	29	25	110	5	12	35	0	0	115	4
UCEC_TCGA-D1-A15Z	2	13	4	16	8	0	2	1	1	0	4	1	0	4	4	7	0	4	0	0	1	6	2	9
UCEC_TCGA-D1-A160	10	49	10	30	46	93	9	34	47	77	89	19	0	5	9	12	9	1	5	38	0	4	2	8
UCEC_TCGA-D1-A161	0	17	1	20	14	2	0	1	0	5	5	5	4	4	8	4	1	0	0	6	2	9	1	2
UCEC_TCGA-D1-A163	5	72	15	70	77	73	1	49	23	91	68	18	13	1	2	8	17	6	1	32	0	3	0	8
UCEC_TCGA-D1-A165	1	13	2	14	10	3	0	0	0	1	0	0	6	0	0	5	0	3	2	2	1	5	5	8
UCEC_TCGA-D1-A167	5	417	168	514	494	151	1	108	10	118	177	40	27	0	0	7	0	1	0	78	0	5	0	0
UCEC_TCGA-D1-A168	2	12	3	6	17	4	0	1	0	1	0	0	0	1	1	4	5	0	1	1	0	3	2	2
UCEC_TCGA-D1-A169	0	8	6	6	8	0	0	1	1	4	1	0	2	0	4	2	6	6	0	2	0	13	3	1
UCEC_TCGA-D1-A16B	2	8	4	7	2	4	2	0	2	1	0	2	1	2	0	7	0	0	0	1	0	10	0	5
UCEC_TCGA-D1-A16D	0	6	3	9	6	0	0	2	3	0	3	3	1	0	2	0	1	1	1	3	0	2	1	1
UCEC_TCGA-D1-A16E	1	11	4	13	8	3	0	0	2	3	0	0	2	0	8	0	3	1	1	2	0	8	6	0
UCEC_TCGA-D1-A16F	4	75	22	64	79	62	0	19	16	80	55	28	8	1	0	3	11	0	3	48	3	11	7	3
UCEC_TCGA-D1-A16G	0	4	4	9	3	3	0	0	0	4	2	0	0	0	5	7	0	2	1	0	0	1	0	7
UCEC_TCGA-D1-A16I	0	1	2	6	6	0	2	0	0	2	3	1	6	0	5	2	4	6	0	2	1	4	0	0
UCEC_TCGA-D1-A16J	8	8	31	11	18	2	0	1	3	0	4	1	0	0	15	128	0	75	1	0	10	0	0	0
UCEC_TCGA-D1-A16N	1	20	5	8	18	3	4	11	26	15	0	4	8	1	0	5	0	3	2	0	0	18	11	6
UCEC_TCGA-D1-A16O	0	5	1	7	2	5	0	1	1	0	1	6	0	0	1	2	0	0	0	1	2	6	0	0
UCEC_TCGA-D1-A16Q	0	6	2	4	4	1	0	0	2	0	4	0	0	0	0	5	1	3	0	0	2	6	1	0
UCEC_TCGA-D1-A16R	2	5	0	7	7	0	0	1	1	3	3	2	5	0	1	1	0	2	0	11	1	0	0	8
UCEC_TCGA-D1-A16S	0	3	2	7	1	0	0	0	0	3	2	1	10	1	2	7	3	11	0	1	6	7	0	5
UCEC_TCGA-D1-A16V	1	0	1	18	3	0	0	1	1	3	3	0	6	0	3	1	4	0	0	0	2	3	2	1
UCEC_TCGA-D1-A16X	1144	138	979	88	124	51	571	40	61	24	11	57	55	4	123	30	78	0	0	0	239	0	0	0
UCEC_TCGA-D1-A16Y	298	84	467	38	39	38	238	10	58	7	0	57	2	7	51	17	15	0	27	0	42	0	0	21
UCEC_TCGA-D1-A174	8	138	53	157	135	69	0	58	29	42	111	20	19	12	0	8	34	0	5	37	1	6	0	0
UCEC_TCGA-D1-A176	4	57	23	64	62	68	0	29	21	31	51	3	0	0	0	9	34	2	5	39	8	7	0	9
UCEC_TCGA-D1-A177	10	155	30	99	64	98	0	62	28	103	79	28	2	4	1	15	32	5	3	41	0	10	0	14
UCEC_TCGA-D1-A17A	2	47	10	28	28	33	4	21	18	38	15	10	8	4	3	6	0	1	0	6	4	8	0	1
UCEC_TCGA-D1-A17B	2	54	20	57	60	21	4	19	1	23	16	5	0	7	3	8	10	2	3	26	0	4	6	3
UCEC_TCGA-D1-A17C	2	14	2	5	8	0	2	0	2	0	4	0	3	0	3	2	2	0	0	7	2	4	3	0
UCEC_TCGA-D1-A17D	8	72	21	62	56	66	2	65	9	45	64	8	18	1	0	22	0	3	1	23	4	23	14	4
UCEC_TCGA-D1-A17F	2	14	10	24	27	41	0	2	7	25	61	1	40	0	14	36	0	3	4	17	0	0	0	0
UCEC_TCGA-D1-A17H	3	85	37	81	70	83	1	51	44	71	107	19	21	3	10	10	24	4	1	57	3	0	0	4
UCEC_TCGA-D1-A17K	2	4	2	4	3	6	5	0	1	2	1	1	8	0	6	0	4	9	2	5	1	8	6	3
UCEC_TCGA-D1-A17L	1	10	7	16	0	0	1	0	0	0	5	4	1	3	1	4	1	4	0	0	2	4	4	14
UCEC_TCGA-D1-A17M	4	93	21	67	80	41	0	33	6	45	29	9	11	9	0	10	24	3	0	14	1	8	8	11
UCEC_TCGA-D1-A17N	2	3	4	3	3	0	0	1	2	0	4	0	2	2	0	1	2	1	0	6	0	0	0	0
UCEC_TCGA-D1-A17Q	2965	262	1963	177	185	119	952	233	148	160	5	80	121	140	207	36	376	1	50	0	369	0	0	0
UCEC_TCGA-D1-A17R	1	42	20	50	20	38	2	14	15	36	27	0	2	6	0	12	12	3	0	8	0	1	7	8
UCEC_TCGA-D1-A17S	1	7	3	7	14	2	2	1	0	2	2	1	5	0	0	1	0	2	0	0	0	2	2	3
UCEC_TCGA-D1-A17T	0	12	10	19	12	4	0	0	2	2	0	0	4	2	0	1	0	5	1	3	1	5	2	9
UCEC_TCGA-D1-A17U	1	52	26	60	49	47	0	30	8	54	51	10	7	2	9	6	18	1	5	20	4	11	8	5
UCEC_TCGA-D1-A1NS	6	49	11	44	40	62	3	21	6	49	26	8	8	0	9	3	0	1	0	17	3	15	15	11
UCEC_TCGA-D1-A1NU	0	3	3	5	5	4	0	3	5	5	3	1	3	4	3	1	0	19	2	0	2	15	7	15
UCEC_TCGA-D1-A1NX	2	5	1	7	5	0	0	0	0	5	2	0	2	0	3	0	0	0	0	1	1	12	0	5
UCEC_TCGA-D1-A1NY	5	118	23	73	55	76	0	47	34	83	87	26	12	18	0	7	14	7	4	19	0	10	10	20
UCEC_TCGA-D1-A1NZ	15	118	24	103	89	127	12	75	62	118	65	23	29	6	2	21	15	11	11	48	6	33	8	14
UCEC_TCGA-D1-A1O0	1	10	1	8	6	2	2	0	1	5	4	4	5	2	4	10	2	2	0	0	1	16	1	2
UCEC_TCGA-D1-A1O5	2	14	8	14	13	0	3	0	0	0	2	1	1	0	1	7	7	2	0	1	0	7	0	4
UCEC_TCGA-D1-A1O7	4	81	39	75	59	39	2	25	10	24	34	16	22	3	1	4	6	3	0	11	0	7	8	22
UCEC_TCGA-D1-A1O8	1	12	4	13	10	3	0	0	3	1	4	0	9	1	0	5	0	0	1	0	1	14	0	15
UCEC_TCGA-D1-A2G0	9	137	53	87	97	115	6	69	22	97	188	35	16	6	17	6	58	3	5	62	6	8	12	3
UCEC_TCGA-D1-A2G5	4	30	11	31	32	22	2	11	13	26	17	9	10	5	12	1	15	1	0	6	2	9	24	11
UCEC_TCGA-D1-A2G6	0	17	13	19	17	10	0	0	0	1	6	8	1	0	7	5	0	0	6	2	2	10	4	3
UCEC_TCGA-D1-A2G7	1	1	5	7	2	0	2	0	1	3	1	0	3	3	3	1	0	12	0	2	5	7	8	10
UCEC_TCGA-D1-A3DA	2	14	2	8	19	1	2	1	6	2	2	5	1	1	0	2	7	2	2	3	1	14	5	5
UCEC_TCGA-D1-A3DG	1	7	8	7	6	2	2	2	1	5	0	2	11	3	8	10	15	15	1	9	2	36	7	15
UCEC_TCGA-D1-A3DH	6	5	14	6	6	3	0	0	6	5	0	0	4	1	0	16	0	64	2	0	8	0	4	1
UCEC_TCGA-D1-A3JP	1	3	5	3	3	0	4	1	1	2	0	0	3	0	0	22	3	13	0	0	0	8	0	0
UCEC_TCGA-D1-A3JQ	4	5	1	2	3	0	0	0	1	2	5	1	3	0	4	1	0	5	2	2	1	3	0	4
UCEC_TCGA-DF-A2KN	237	259	38	231	178	461	21	1805	111	690	755	86	488	268	47	0	359	0	170	342	26	0	248	0
UCEC_TCGA-DF-A2KR	1	4	2	2	8	9	0	3	4	5	1	2	4	6	8	0	13	12	1	16	0	18	19	3
UCEC_TCGA-DF-A2KS	1	12	4	11	15	7	5	1	7	2	2	0	4	11	0	0	6	10	7	9	0	33	24	5
UCEC_TCGA-DF-A2KU	1674	1860	1591	1178	1025	1569	668	1771	469	158	1861	292	1101	1055	1047	342	28	8	62	0	105	70	0	42
UCEC_TCGA-DF-A2KV	757	84	466	14	36	64	556	12	57	4	0	26	22	15	53	7	33	0	0	0	153	0	2	0
UCEC_TCGA-DF-A2KZ	8	109	27	100	76	98	5	52	26	62	69	24	18	20	20	0	52	2	10	41	0	2	6	5
UCEC_TCGA-DF-A2L0	0	5	1	9	2	2	0	0	2	1	1	0	1	5	0	7	1	2	4	3	4	14	4	0
UCEC_TCGA-DI-A0WH	6	69	29	63	45	81	5	47	80	95	54	20	27	4	16	6	49	0	0	33	0	14	28	7
UCEC_TCGA-DI-A1BU	44	346	55	151	166	1404	0	235	4550	1303	553	1119	261	0	381	412	1558	9	35	0	0	0	540	0
UCEC_TCGA-DI-A1BY	0	13	3	13	11	5	0	1	2	1	0	5	8	7	5	0	0	0	0	4	0	3	2	1
UCEC_TCGA-DI-A1C3	2	7	6	5	3	1	0	0	1	1	1	0	3	3	0	3	7	3	0	0	0	5	3	0
UCEC_TCGA-DI-A1NN	1	7	7	6	6	3	0	2	0	6	0	0	2	0	0	10	3	5	0	4	0	4	3	1
UCEC_TCGA-DI-A1NO	12	4	2	8	6	5	1	16	4	6	8	4	9	9	17	0	2	34	16	5	16	93	25	49
UCEC_TCGA-DI-A2QT	4	2	3	4	0	0	0	1	2	0	4	0	0	3	0	3	0	3	0	3	0	1	0	2
UCEC_TCGA-DI-A2QU	0	7	7	6	15	5	4	1	4	2	3	0	4	3	2	2	0	6	0	3	0	7	6	3
UCEC_TCGA-DI-A2QY	4	5	3	7	7	5	2	5	1	5	5	6	13	6	0	1	1	13	1	8	2	39	4	8
UCEC_TCGA-E6-A1LX	6324	1155	4312	416	523	687	3426	613	585	152	41	753	208	403	869	160	610	4	226	0	425	0	0	32
UCEC_TCGA-E6-A1LZ	9	4	13	8	5	3	0	0	5	4	1	0	9	3	14	32	0	172	3	2	19	31	4	0
UCEC_TCGA-E6-A1M0	1195	123	610	25	19	63	654	38	28	17	5	32	6	46	31	6	0	1	0	0	228	0	1	12
UCEC_TCGA-E6-A2P8	6	88	27	73	71	76	11	26	38	103	96	20	4	0	12	12	21	2	8	39	4	8	39	0
UCEC_TCGA-E6-A2P9	12	147	40	116	130	134	21	69	40	97	133	37	8	14	17	12	48	3	10	85	9	17	39	17
UCEC_TCGA-E6-A8L9	0	3	2	5	5	7	0	2	5	3	1	0	0	0	0	0	1	1	0	9	0	22	4	3
UCEC_TCGA-EC-A1NJ	2	29	7	22	8	7	2	4	55	106	0	22	1	2	0	5	76	0	12	0	3	10	39	3
UCEC_TCGA-EC-A1QX	17	111	22	66	61	110	2	86	41	97	75	51	24	16	20	0	16	2	11	67	5	0	22	0
UCEC_TCGA-EC-A24G	9	277	84	349	343	143	3	90	74	81	111	35	31	0	0	1	43	1	9	69	0	0	10	0
UCEC_TCGA-EO-A1Y5	4	4	3	9	5	1	5	0	1	11	6	0	6	2	10	2	0	6	2	3	1	10	11	3
UCEC_TCGA-EO-A1Y7	2	7	3	10	12	2	0	1	1	0	0	1	2	3	0	4	8	0	1	6	2	8	1	1
UCEC_TCGA-EO-A1Y8	2	3	8	9	2	2	0	0	0	0	3	1	0	0	2	14	4	7	0	4	5	5	1	0
UCEC_TCGA-EO-A22R	3453	2867	3018	1311	984	955	1662	2086	1005	381	0	1304	117	1253	644	105	440	0	888	0	24	127	0	7
UCEC_TCGA-EO-A22S	4	96	38	112	101	77	9	33	18	114	86	20	6	7	6	7	31	1	0	76	0	14	7	2
UCEC_TCGA-EO-A22T	25	153	31	157	85	166	2	146	24	129	186	38	41	13	17	7	84	9	10	69	0	3	28	12
UCEC_TCGA-EO-A22U	2328	2769	2482	2748	2291	1349	1556	361	795	469	433	552	2482	482	1986	436	877	6	153	0	335	0	168	0
UCEC_TCGA-EO-A22X	5811	414	3181	159	227	175	3415	388	334	145	5	259	87	214	405	140	350	0	78	0	921	0	0	0
UCEC_TCGA-EO-A22Y	2	9	6	11	15	1	0	0	4	0	3	0	4	0	2	0	0	0	0	0	0	2	0	13
UCEC_TCGA-EO-A2CG	0	6	8	5	4	3	0	0	2	0	2	0	4	0	0	0	3	0	0	0	0	7	3	2
UCEC_TCGA-EO-A2CH	0	5	6	5	5	0	0	0	2	1	0	0	6	0	2	8	1	3	3	0	3	5	4	5
UCEC_TCGA-EO-A3AS	4	7	4	6	0	11	0	5	3	11	7	6	11	20	13	0	6	27	5	12	0	56	17	5
UCEC_TCGA-EO-A3AU	4	130	43	120	85	108	7	72	15	38	160	10	5	1	1	0	22	2	0	55	4	6	19	8
UCEC_TCGA-EO-A3AV	2559	174	1222	46	80	82	1697	143	87	55	11	137	50	181	133	14	51	8	45	0	516	0	0	0
UCEC_TCGA-EO-A3AY	2514	104	864	37	71	27	1302	223	92	38	15	107	35	146	87	0	139	0	73	0	372	5	14	26
UCEC_TCGA-EO-A3AZ	5	232	111	273	326	75	5	53	30	62	122	28	0	0	0	7	30	5	8	34	0	7	0	0
UCEC_TCGA-EO-A3B0	6807	502	2477	114	194	414	4376	594	462	50	16	479	136	456	660	127	133	6	392	0	955	0	0	0
UCEC_TCGA-EO-A3B1	1	3	3	2	6	3	0	0	4	0	3	0	0	2	6	2	4	5	0	4	0	8	1	3
UCEC_TCGA-EO-A3KU	2	3	0	12	11	1	0	3	5	3	1	4	0	0	4	0	0	6	2	0	0	21	7	0
UCEC_TCGA-EO-A3KW	3	10	1	2	2	1	0	0	0	3	2	2	7	3	1	5	1	3	1	0	3	3	0	10
UCEC_TCGA-EO-A3KX	142	258	39	228	164	355	11	1123	153	407	431	39	268	210	16	0	300	8	157	195	0	0	245	4
UCEC_TCGA-EO-A3L0	4	10	10	21	16	2	0	0	2	3	1	1	9	0	5	2	1	0	0	4	0	14	0	7
UCEC_TCGA-EY-A1G7	4	8	5	23	18	6	2	3	10	0	2	0	3	1	2	6	1	3	2	15	0	8	0	0
UCEC_TCGA-EY-A1G8	1551	113	915	59	92	56	765	67	57	36	5	62	54	36	138	37	71	0	17	0	295	0	0	18
UCEC_TCGA-EY-A1GC	0	4	1	12	4	1	2	2	0	1	10	3	5	0	1	1	0	2	0	3	0	7	5	0
UCEC_TCGA-EY-A1GD	416	92	333	44	22	31	458	15	99	21	3	85	16	27	37	17	36	0	69	2	63	0	0	0
UCEC_TCGA-EY-A1GE	0	4	5	9	9	0	2	0	1	3	1	0	1	0	0	7	1	0	0	0	0	11	0	4
UCEC_TCGA-EY-A1GF	6	45	23	41	46	40	0	36	7	69	44	32	19	3	0	3	0	1	0	19	11	10	18	18
UCEC_TCGA-EY-A1GH	1	11	4	21	15	2	0	3	0	5	0	1	5	0	1	3	2	1	0	2	0	4	0	4
UCEC_TCGA-EY-A1GI	2867	212	1593	69	99	107	1445	127	90	34	1	73	74	90	258	29	74	0	16	0	501	0	37	7
UCEC_TCGA-EY-A1GJ	1	2	2	8	3	6	2	0	2	2	0	0	9	2	0	0	5	5	0	6	2	6	0	1
UCEC_TCGA-EY-A1GK	11	90	32	93	77	126	4	98	48	167	108	45	22	6	19	0	54	2	17	35	7	27	15	0
UCEC_TCGA-EY-A1GL	3	10	7	8	4	3	0	0	1	0	2	4	6	0	0	7	0	2	0	0	0	1	0	12
UCEC_TCGA-EY-A1GM	0	9	0	6	10	0	0	0	4	2	1	1	1	0	7	0	0	0	1	3	0	5	1	4
UCEC_TCGA-EY-A1GO	3	30	10	37	32	55	0	26	0	49	71	22	22	5	13	18	10	2	5	6	5	9	6	5
UCEC_TCGA-EY-A1GP	0	2	4	2	9	1	0	0	0	1	4	2	1	0	4	0	0	2	0	0	2	10	0	4
UCEC_TCGA-EY-A1GQ	2	66	24	60	60	52	6	26	65	100	72	30	17	2	2	0	16	1	3	29	1	7	13	3
UCEC_TCGA-EY-A1GR	0	4	7	6	8	3	2	0	1	2	1	0	2	0	2	0	3	7	7	1	1	14	6	0
UCEC_TCGA-EY-A1GS	3	2	23	8	7	3	0	1	1	1	2	0	0	0	41	118	0	267	0	0	9	8	0	0
UCEC_TCGA-EY-A1GT	0	15	4	26	14	1	0	1	0	4	3	0	7	5	9	1	1	5	1	0	0	3	6	0
UCEC_TCGA-EY-A1GU	33	130	28	115	150	252	4	205	31	105	289	51	96	59	32	16	88	4	0	146	9	65	87	0
UCEC_TCGA-EY-A1GV	0	0	2	6	1	3	2	0	0	0	2	2	0	2	0	7	3	3	0	0	0	11	2	0
UCEC_TCGA-EY-A1GW	2	7	2	5	4	1	0	1	1	1	5	2	2	2	1	6	0	2	1	4	1	5	6	8
UCEC_TCGA-EY-A1GX	0	11	8	18	14	3	0	3	2	5	0	0	12	5	5	2	11	1	0	0	1	8	3	10
UCEC_TCGA-EY-A1H0	5	57	9	51	49	20	1	18	4	68	43	15	4	3	0	9	12	5	11	29	0	2	11	17
UCEC_TCGA-EY-A210	1	4	5	3	5	2	0	0	3	0	2	0	0	0	4	1	0	3	0	6	0	3	7	6
UCEC_TCGA-EY-A212	0	4	4	6	5	3	0	0	1	5	1	3	0	0	3	0	0	11	0	4	7	10	5	10
UCEC_TCGA-EY-A214	0	4	2	3	3	1	2	0	6	4	6	2	2	2	5	0	0	4	4	3	1	13	8	9
UCEC_TCGA-EY-A215	430	924	217	729	546	501	135	1074	285	259	810	185	374	599	192	82	229	4	111	0	33	22	4	1
UCEC_TCGA-EY-A2OM	11	103	24	101	92	69	9	43	22	84	78	16	6	13	18	0	40	0	1	35	9	24	14	10
UCEC_TCGA-EY-A2ON	4	10	2	2	18	0	0	0	2	3	5	4	4	3	6	6	0	7	0	0	3	15	7	4
UCEC_TCGA-EY-A2OO	2	8	9	13	13	3	3	1	0	0	6	2	5	2	2	1	0	0	0	2	2	7	2	0
UCEC_TCGA-EY-A2OP	2	71	33	78	69	50	0	47	28	79	75	11	9	5	0	2	9	2	5	42	1	9	0	2
